,user_id,date,content_2,sentiment_label,sentiment_score
3718,275580050,2020-01-14 08:18:01+00:00,Minyak Kemiri dan Madu Primadona Stand UMKM Sumbawa di Jakarta,neutral,0.8728147149085999
3716,3105912422,2020-01-14 10:52:53+00:00,"Smartcitizen, Pemprov DKI Jakarta selalu berupaya untuk mendukung kemajuan UMKM yang ada di ibukota. Salah satunya dengan berkolaborasi dengan perusahaan digital.",neutral,0.9536219835281372
3715,3105912422,2020-01-14 10:52:53+00:00,"Melalui Dinas Koperasi, Usaha Kecil dan Menengah serta Perdagangan (KUKMP) melakukan kerja sama dengan @ShopeeID, yang fokus terhadap pelatihan dan dukungan bagi UMKM di Jakarta.  #JakartaSmartCity #SmartCollaboration #JAKI #PerluTahu",neutral,0.9910891056060792
3714,1212295559169499136,2020-01-14 23:46:46+00:00,"#Tunik # UMKM juara _yuskar Tunik Rp 138 015 Minat inbox:WA 0813 1787 6203 argoolshop@gmail.com ID argo.olshop.eb3 @ Jakarta, Indonesia",neutral,0.9913780689239502
3712,734005284713041920,2020-01-15 12:27:07+00:00,"Produk UMKM Indonesia Diupayakan Tembus Pasar Lebih Luas di Rusia: JAKARTA, EDUNEWS.ID-Produk UMKM Indonesia diupayakan untuk dapat menembus pasar yang lebih luas di Rusia setelah pertemuan antara Duta Besar RI untuk Rusia M. Wahid Supriyadi dengan…",neutral,0.9932025671005248
3711,194590819,2020-01-16 05:13:33+00:00,"... mengoperasikan gerai memulai usaha (starting business corner) di Mal Pelayanan Publik, mendorong para investor di Jakarta untuk bermitra dengan UMKM, dan promosi investasi terfokus berdasarkan sektor usaha.",neutral,0.958227276802063
3710,1610879210,2020-01-16 08:51:13+00:00,#News: Biro Perekonomian Adakan Seminar Bisnis UMKM,neutral,0.996977686882019
3709,1204695477985239040,2020-01-17 01:23:13+00:00,Sedikit sejarah awal mula Pempek Palembang.  Repost from ig Sahabat UMKM Jakarta,neutral,0.9621050357818604
3702,896701544690630657,2020-01-19 11:32:46+00:00,@bdgfess Kalo di jakarta:  “Hallo kak kami dari umkm minta waktunya sebentar aja jadi kami lagi coba usaha kue sus kering manis kaya kakaknya eaaa harganya 35ribu aja kalo beli dua diskon”  Gabisa pake alesan gaada cash pasti dijawab “kita bisa pake mbanking ovo gopay dana”,neutral,0.5352537035942078
3701,68930552,2020-01-20 07:59:02+00:00,Agen Perisai BP Jamsostek Cabang Jakarta Slipi Rangkul UMKM ,neutral,0.9974907636642456
3700,734005284713041920,2020-01-20 16:17:03+00:00,"Menteri Teten Dukung Pembuatan Aplikasi Khusus Produk UMKM: JAKARTA, EDUNEWS.ID-Menteri Koperasi dan UKM, Teten Masduki mendukung rencana Asosiasi Usaha Mikro, Kecil dan Menengah (Akumindo) untuk menyediakan fasilitas pemasaran digital berbasis aplikasi…",neutral,0.9942890405654908
3693,973840810935508992,2020-01-22 08:47:15+00:00,"@YKI4TBC mengundang perusahaan industri/UMKM di wilayah Jakarta Timur, Jakarta Utara, dan Kota Tangerang  untuk berpartisipasi dalam kegiatan skrining #tuberkulosis gratis bagi seluruh pekerja. Info selengkapnya simak pada banner berikut  #YKI4TBC #SobatTB #WOWTB #ENDTB #StopTB",neutral,0.9875138401985168
3691,833984190324498432,2020-01-23 03:07:27+00:00,Seminar Meningkatkan Produktivitas UMKM Provinsi DKI Jakarta melalui e-order BPPBJ Provinsi DKI Jakarta dan Pendaftaran UMKM secara langsung pada sistem e-order PUSAT PENGEMBANGAN PRODUKTIVITAS DAERAH (P3D) DINAS…,neutral,0.9944612979888916
3686,734005284713041920,2020-01-28 10:43:32+00:00,"Gandeng Kopisetara, Kemenkop dan UKM Angkat Produk UMKM di Lima Destinasi Super Prioritas: JAKARTA, EDUNEWS.ID- Kementerian Koperasi dan UKM menggandeng Koperasi Jasa Sentra Usaha Alam Nusantara (Kopisetara) untuk mengangkat produk UMKM di lima destinasi…",neutral,0.991740107536316
3685,1251016776,2020-01-29 06:12:04+00:00,"Kemenkop dan UKM bersama OJK Bahas Ekosistem Keuangan UMKM: Jakarta, BISKOM – Kementerian…",neutral,0.9962128400802612
3683,68304724,2020-01-31 10:29:54+00:00,"Dear kesayanganku Mpok Hadijah Didi, Komandan Wilayah Bang Japar #FI Jakpus beserta segenap Srikandi Bang Japar @BangJapar_FI Jakarta Pusat.. Selamat u/ kegiatan UMKM di Johar hari ini.. Sy semakin sayang &amp; Bangga.. Terus semangat ya Srikandi2ku ter-Love ♥️♥️♥️♥️♥️ #JumatBerkah",positive,0.9582520127296448
3681,1016708849175126016,2020-02-05 04:20:25+00:00,Good morning! Remember why you started. .  #pencerahan #umkmindonesia #jakarta #umkm #ngopi #idebisnis #bisnisrumahan #gojek24jam #bisnismudah #kopiluwak #jktinfo @ Equity Tower,neutral,0.94128155708313
3679,23343960,2020-02-05 10:13:02+00:00,"Ketua Asosiasi PKL Kecamatan Penjaringan Purwanto mengatakan, 60 UMKM tersebut merupakan usaha yang terdaftar di Suku Dinas UMKM Jakarta Utara.",neutral,0.9968281388282776
3678,1223300804242595840,2020-02-05 15:53:56+00:00,UMKM Juara - ASA Fashion Jaket Pria Sweater  Harga : Rp.125.000  Bahan : Fleece Size :  All size ( LD:39 PB:50 PL:45)  Berat : 600 gr @ Jakarta utara,neutral,0.9442307353019714
3675,60650618,2020-02-07 01:06:34+00:00,@EkaSapu99315503 @imadya @fpdip_jakarta @dprddkijakarta @DKIJakarta Denger denger dijual per meter 60 jt? Masyarakat yang mana yang beli? Apakah sekelas UMKM mampu beli segitu?,neutral,0.5400868654251099
3674,3188303792,2020-02-07 09:15:24+00:00,"FTA Center Jakarta memberikan layanan konsultasi kepada pelaku usaha berikut ini:  1. Senin, 03/02/2020/. PT. Indobatt berkonsultasi di FTA Center Jakarta mengenai pengembangan pasar ekspor khususnya ke negara mitra FTA. #ftacenterjkt #kemendag #ditjenppi #ekspor #indonesia #umkm",neutral,0.98982435464859
3670,1107236823732912128,2020-02-08 01:32:49+00:00,Peran Ibu pejabat ..memperkenalkan wisata Jakarta ..Kota Tua.  .sambil membantu memperkenalkan wisata jakarta  dan umkm tentunya,positive,0.661913275718689
3668,555862521,2020-02-09 04:14:44+00:00,"Minggu (09/02/2020) Kepala Dinas Penanggulangan Kebakaran dan Penyelamatan DKI Jakarta, Satriadi Gunawan, mengikuti kegiatan Gowes Jakarta Safety Excellence dan Bazar PKT/UMKM di Velodrome, Rawa Mangun Jakarta…",neutral,0.9901711344718932
3667,555862521,2020-02-09 05:08:14+00:00,"Minggu (09/02/2020) Kepala Dinas Penanggulangan Kebakaran dan Penyelamatan DKI Jakarta, Satriadi Gunawan, mengikuti kegiatan Gowes Jakarta Safety Excellence dan Bazar PKT/UMKM di Velodrome, Rawa Mangun Jakarta Timur. #PemadamDKI #SiapTanggap",neutral,0.990678608417511
3666,130097404,2020-02-09 11:22:25+00:00,"Sebuah catatan bahwa penyelenggaraan bazar itu penting dikerjakan serius. Di Jakarta, ada 6 bazar UMKM setiap tahunnya di wilayah kota/kab dg dalih mendorong penjualan, namun beberapa terjadi: pulang tanpa laku terjual.   Kalau yg tempat penyimpanan masih avaliable. Mau dongs,",positive,0.7024453282356262
3664,23343960,2020-02-11 02:48:03+00:00,"Saat ingin maju sebagai Wakil Gubenur DKI Jakarta mendampingi Anies Baswedan, Sandiaga membuat program untuk mewadahi para pengusaha UMKM.",neutral,0.9928669929504396
3663,3188303792,2020-02-11 03:38:46+00:00,Silahkan menghubungi FTA Center Jakarta di nomor kontak ataupun sosial media atau email.  Layanan konsultasi ekspor GRATIS. #ekspor #konsultasiekspor #kementerianperdagangan #FTACenterJakarta #umkm #ukm #ekspor,neutral,0.9937986731529236
3662,3188303792,2020-02-11 03:42:08+00:00,silahkan menghubungi FTA Center Jakarta di nomor kontak ataupun sosial media atau email.  Layanan konsultasi ekspor GRATIS. #ekspor #konsultasiekspor #kementerianperdagangan #FTACenterJakarta #umkm #ukm #ekspor,neutral,0.9937986731529236
3659,1088295819617267713,2020-02-12 03:56:47+00:00,"Pengurus dan Anggota Ikatan Keluarga Dewan (IKD) DPRD DKI Jakarta yang sebelumnya telah sukses menggelar bazar bersama Ikatan Wanita Pengusaha Indonesia dengan melibatkan puluhan UMKM pada akhir tahun kemarin di kantor DPRD DKI, kembali membuat kegiatan.  #ikd #dprddkijakarta",neutral,0.9938947558403016
3655,76368943,2020-02-14 04:14:12+00:00,"IFBC 2020 x SAHABAT UMKM #kelaskomunitas ""Developing A Strong Work Ethic for SME"" (Thursday, Feb 13th, 2020) . Thank you to Mr.Indra Kesuma, Ph.D from Asean Nagoya Club Advisor &amp; Japan Business Consultant, all #sahabatumkm members, and #TempatKumpulKreatif Easr Jakarta.",neutral,0.908639132976532
3654,927438599745806338,2020-02-14 09:45:08+00:00,"Sinjai Investment Forum &amp; UMKM expo merupakan cara tepat Pemerintah Daerah dalam mempercepat Pembangunan ekonomi Baru. Jakarta, 14 Februari 2020.  #IndonesiaMaju",neutral,0.982529640197754
3652,196208994,2020-02-14 10:56:01+00:00,JASA FOTO MAKANAN JABODETABEK &gt;&gt; WA: 0878-2240-1343 &gt;&gt; Follow IG : bwellphotovideo  #makanan #minuman #kafe #cafe #restoran #kekinian #jamannow #bisnis #usaha #pengusaha #wirausaha #pebisnis #ukm #umkm  #jakarta #depok #bogor #jaksel #jakbar #jaktim #jakpus #jakut #bintaro,neutral,0.9473645687103271
3649,23038578,2020-02-16 10:47:42+00:00,Ada saran komunitas wirausaha di Jakarta yg bisa saya kunjungi?  Peter Febian NABIH IBRAHIM BAWAZIR LinkedIn #bisnisonline #bisnis #tanyapaman #umkm #ukmfg,neutral,0.9927604198455809
3648,154102750,2020-02-17 03:26:38+00:00,Hana Plywood Dukung Pelatihan UMKM Jakarta Creative Hub,neutral,0.9750478863716124
3646,196208994,2020-02-18 11:00:29+00:00,JASA FOTO MAKANAN JABODETABEK &gt;&gt; WA: 0878-2240-1343 &gt;&gt; Follow IG : bwellphotovideo  #makanan #minuman #kafe #cafe #restoran #kekinian #jamannow #bisnis #usaha #pengusaha #wirausaha #pebisnis #ukm #umkm  #jakarta #depok #bogor #jaksel #jakbar #jaktim #jakpus #jakut #bintaro,neutral,0.9473645687103271
3645,52070975,2020-02-18 17:17:08+00:00,"Jumat lalu di Aula Mal Pelayanan Publik DKI Jakarta, juga di hadiri oleh @indrauno bersama Komunitas Penggerak Ekspor37, marketplace  @avana.id, jasa layanan pengiriman international @rayspeedasia memberikan edukasi kepada UMKM binaan DKI Jakarta, bahwa #EksporItuMudah.  #okoce",neutral,0.9170197844505309
3644,491093497,2020-02-19 07:28:09+00:00,"Kolaborasi dalam pembinaan penerapan SNI oleh UMKM, menjadi salah satu agenda yang dibahas dalam audiensi antara Kepala BSN, Bambang Prasetya dengan Pengusaha Indonesia, @sandiuno  yang aktif dalam pembinaan UMKM, di Jakarta, pada selasa (18/2/2020).",neutral,0.9831426739692688
3643,3061430933,2020-02-19 08:30:48+00:00,"Usaha Mikro Kecil Menengah (UMKM) punya peran besar terhadap perekonomian DKI Jakarta: lebih dari 98%!⁣ ⁣ Sebagai salah satu upaya memperkuat peran UMKM sebagai roda perekonomian kota, sekaligus mendorong UMKM yang…",neutral,0.8676398992538452
3639,2516921022,2020-02-19 11:59:44+00:00,"...dalam pelatihan ”Pelatihan Perpajakan untuk UMKM” yang digelar Google Indonesia, Direktorat Jenderal Pajak Kementerian Keuangan, dan Center for Indonesia Taxation Analysis, di Jakarta, Selasa (18/2/2020).",neutral,0.9948275685310364
3634,52070975,2020-02-21 01:45:27+00:00,"Alhamdulillah kemarin acara talkshow tentang mudahnya perijinan untuk UMKM di DKI Jakarta lancar. Hadir Ibu Sri Haryati, Asisten Perekonomian dan Keuangan Pemprov DKI Jakarta, Pak Denny, Wakil Kadis PM &amp; PTSP, Pak @rikrik_rizkiyana Ketua Dewas Perumda Pasar Jaya dll. #okoce",neutral,0.9517803788185121
3633,52070975,2020-02-21 01:54:08+00:00,Siap menjadi pendamping dan mentor UMKM? Silakan DM dan Follow IG @okoce.indonesia ...  Terima kasih Dinas Penanaman Modal dan PTSP DKI Jakarta @layananjakarta dan  teman-teman yang sudah menyiapkan acara ini dengan baik.  #okoce #urusijinsendiriitumudah #iumk #umkm #jakarta,neutral,0.695214033126831
3632,196208994,2020-02-21 02:09:02+00:00,JASA FOTO MAKANAN JABODETABEK &gt;&gt; WA: 0878-2240-1343 &gt;&gt; Follow IG : bwellphotovideo  #makanan #minuman #kafe #cafe #restoran #kekinian #jamannow #bisnis #usaha #pengusaha #wirausaha #pebisnis #ukm #umkm  #jakarta #depok #bogor #jaksel #jakbar #jaktim #jakpus #jakut #bintaro,neutral,0.9473645687103271
3625,70136586,2020-02-21 12:29:35+00:00,Fokus kembangin ekonomi mikro dan tidak mengusik pelaku ekonomi atas..   Se-gampang itu utk ngebuat nyaman.. hasilnya ? Alhamdullilah pelaku ekonomi mikro skg banyak sekali merasakan dampak dr hubungan baik tsb... ada dana2 yg bisa di manfaatkan oleh UMKM yg ada di jakarta.,positive,0.9934098124504088
3624,52070975,2020-02-21 16:44:09+00:00,"Bersama Ibu @sri_haryati71 Asisten Perekonomian dan Keuangan Setda DKI Jakarta, memberikan keterangan ttg acara OK OCE bersama Pemprov DKI Jakarta tentang kemudahan perijinan untuk UMKM di Jakarta. Memberikan jg testimoni tentang layanannya bahwa #urusijinsendiriitumudah. #okoce",neutral,0.97946435213089
3623,902837643024539651,2020-02-21 22:20:23+00:00,Bos Mayapada Dukung Pengembangan UMKM Jakarta,neutral,0.9861016273498536
3622,135795460,2020-02-22 03:05:54+00:00,"Salah satu orang terkaya Indonesia, Dato' Sri Tahir menemui Anies Baswedan. Tahir menyumbangkan gerobak tidak bergerak untuk UMKM kepada Pemprov DKI Jakarta.",neutral,0.9973451495170592
3621,1127831192,2020-02-22 04:36:24+00:00,Bos Mayapada Dukung Pengembangan UMKM Jakarta,neutral,0.9861016273498536
3620,1203872468823199744,2020-02-22 10:21:52+00:00,"Terima kasih kepada Sahabat UMKM Jakarta yang sudah mengundang BukuKas untuk hadir &amp; sosialisasi tentang BukuKas kepada peserta acara Rakorda hari ini. Ayo, kita dukung terus kemajuan UMKM di Indonesia! 👏💪#BukuKasDigital #SahabatUMKMJakarta",neutral,0.8794271945953369
3619,52070975,2020-02-22 15:28:13+00:00,"Di acara Naturale Market by Jakpreneur, silahturahmi dengan Pak Gubernur @aniesbaswedan dan para pejabat di Pemprov DKI dan teman-teman mitra kerja seperti Kadin Jakarta, BI Jakarta, Sarinah, Bukalapak, BUMD, Tim TGUPP, Para SKPD dan para pendamping UMKM dll  #okoce #jakpreneur",neutral,0.7111471891403198
3618,977751401051799552,2020-02-22 16:40:27+00:00,"#PerluTahu Jakpreneur dibentuk krn Faktanya DKI Jakarta jd rumah bagi 1,1 juta UMKM yg turut berkontribusi thd perekonomian dan penyediaan kebutuhan masyarakat Jkt.   Dengan ikut Program #Jakpreuner, kamu dpt membantu menggerakkan roda perekonomian kota Jakarta,   KEREN khan? 😎",positive,0.952382504940033
3617,944180887171743745,2020-02-23 01:59:33+00:00,"Ajang balapan mobil Formula E yang rencananya digelar di Kawasan Monas, Jakarta Pusat diharapkan mampu menggerakkan roda perekonomian. #UMKM #SandiagaUno #FormulaE #Monas ",neutral,0.9778751134872437
3616,2916393212,2020-02-23 07:00:12+00:00,"Ajang balapan mobil Formula E yang rencananya digelar di Kawasan Monas, Jakarta Pusat diharapkan mampu menggerakkan roda perekonomian. #UMKM #SandiagaUno #FormulaE #Monas ",neutral,0.9778751134872437
3611,166014938,2020-02-24 14:07:00+00:00,"#Jakpreneur Dinas PPKUKM berkolaborasi dengan Sarinah Indonesia mengadakan Gelar Produk IKM Jakarta!  25 Februari - 1 Maret 2020 di Mall Sarinah.  Yuk agendakan ke sini bareng keluarga, saudara, dan temanmu!  #umkm #jakpreneur #jakarta #ikm #JakartaKotaKolaborasi #Jaki #PerluTahu",neutral,0.9553157091140748
3607,1016708849175126016,2020-02-25 02:24:30+00:00,"Apalagi kalau campaignnya banyak, harus ekstra teliti biar uang ga melayang. 😅 . #idebisnis #idebisniskreatif #idebisniskuliner #idebisnisrumahan #umkm #bisnisrumahan @ Jakarta, Indonesia",neutral,0.9094948172569276
3606,927438599745806338,2020-02-25 03:04:11+00:00,"Pagi Pagi indonesia Jaya, ditengah banjir melanda Jakarta, kami berdiskusi dgn Mas Hamid Ponco Wibowo (Kepala Bank Indonesia wilayah DKI Jakarta) ttg Pertumbuhan ekonomi jakarta, tingkat inflasi, hingga Pembinaan UMKM utk mendorong Penciptaan lapangan kerja baru &amp; produk ekspor.",neutral,0.9766521453857422
3603,902837643024539651,2020-02-25 10:10:30+00:00,Sahabat UMKM Jakarta dan Kemenpora Bahas Penguatan UMKM,neutral,0.9968857169151306
3602,2340155395,2020-02-25 10:14:03+00:00,Mantan Wagub DKI: 90 Persen UMKM Rugi Gara-gara Banjir Jakarta,neutral,0.9780017733573914
3601,196208994,2020-02-25 11:00:22+00:00,JASA FOTO MAKANAN JABODETABEK &gt;&gt; WA: 0878-2240-1343 &gt;&gt; Follow IG : bwellphotovideo  #makanan #minuman #kafe #cafe #restoran #kekinian #jamannow #bisnis #usaha #pengusaha #wirausaha #pebisnis #ukm #umkm  #jakarta #depok #bogor #jaksel #jakbar #jaktim #jakpus #jakut #bintaro,neutral,0.9473645687103271
3598,720188772,2020-02-25 12:43:02+00:00,Sahabat UMKM Jakarta dan Kemenpora Bahas Penguatan UMKM - Medcom ID,neutral,0.9972606897354126
3595,739432426284290049,2020-02-25 15:11:39+00:00,Opening Ceremony Gelar Produk IKM by Dinas UMKM Provinsi DKI Jakarta. special thanks to elemwe langgeng.makmur.wijaya and,neutral,0.944984257221222
3594,944180887171743745,2020-02-25 15:34:28+00:00,"Mantan Wakil Gubernur DKI Jakarta Sandiaga Uno menyebut banjir yang terjadi di Jakarta dan sekitarnya cukup mengganggu sektor usaha mikro, kecil dan menengah (UMKM). Soal kerugian, dia menilai perlu dihitung secara rinci.",neutral,0.9866216778755188
3592,1241086676,2020-02-26 02:19:29+00:00,"Jakarta Terendam Banjir, Sandiaga Uno Sebut 90% UMKM Rugi -",neutral,0.994210958480835
3590,739432426284290049,2020-02-26 06:41:27+00:00,my first catwalk experience!!✨ Opening Ceremony Gelar Produk IKM by Dinas UMKM Provinsi DKI Jakarta. for more posts check out my igstory🧚🏻‍♀️ ig: bornontheseventeenthofjuly,neutral,0.9843811988830566
3588,76368943,2020-02-26 08:09:21+00:00,"BESOK!  Cari tahu Tahapan Mendaftarkan Merek Bisnis #sobatexpo pada kegiatan #kelaskomunitas ""PENTINGNYA KEKAYAAN INTELEKTUAL BAGI UMKM"" Kamis | 27 Feb 2020 | Tempat Kumpul Kreatif Jakarta Timur - Gd.Pusat Promosi Kayu &amp; Mebel | Jl.Jatinegara Kaum No.2. . GRATIS! TERBATAS!",neutral,0.9613486528396606
3586,1229782594679558149,2020-02-26 10:36:18+00:00,"Penandatanganan kerja sama dilakukan oleh Direktur Utama Bank Mandiri Royke Tumilaar dengan para Founder dan Board of Director dari mitra e-commerce dan tekfin di Jakarta, Rabu (26/2/2020).  #UMKM #ecommerce",neutral,0.9874908328056335
3585,996908004833464322,2020-02-26 11:28:50+00:00,@mushliharrik Pengurangan plastik bisa dilakukan juga dengan produk berkemasan ramah lingkungan ini juga bisa di gagas oleh umkm atau koperasi di jakarta untuk diproduksi,neutral,0.8494677543640137
3582,52070975,2020-02-27 08:16:55+00:00,"Tadi pagi, menghadiri dan membuka acara Bazaar Wirausaha SMK Negeri 27 Jakarta, sebagai Ketua Komite Sekolah bersama Ibu Kepala SMKN 27.  #SMKBisa #SMKHebat #SMKN27Jakarta #wirausaha #umkm #jakarta #beritajakarta @BeritaJakarta",neutral,0.9938368201255798
3581,52070975,2020-02-27 08:34:56+00:00,"Bazaar ini memamerkan dan memasarkan produk-produk karya siswa/i dari berbagai jurusan : Tata Busana, Tata Boga, Tata Rias, Tata Rambut, Usaha Perjalanan WIsata dan Perhotelan.  #SMKBisa #SMKHebat #SMKN27Jakarta #wirausaha #umkm #jakarta #beritajakarta @BeritaJakarta",neutral,0.989318072795868
3580,52070975,2020-02-27 08:52:40+00:00,"Ajang Gebyar Produk Kreatif dan Kewirausahaan ini kita adakan dengan tujuan memberikan pengalaman kepada siswa/i dalam memproduksi, memasarkan hingga melayani konsumen.   #SMKBisa #SMKHebat #SMKN27Jakarta #wirausaha #umkm #jakarta #beritajakarta @BeritaJakarta",neutral,0.9834762811660768
3579,52070975,2020-02-27 09:08:31+00:00,"Tahun 2024 adalah era keemasan bangsa kita sebagai keuntungan bonus demografi, siswa/i  saat inilah yang akan berperan menjadi pemimpin dan menjadi pengusaha yang mempunyai tggjwb sosial. #SMKBisa #SMKHebat #SMKN27Jakarta #wirausaha #umkm #jakarta #beritajakarta @BeritaJakarta",neutral,0.9604153037071228
3576,1167087910811623426,2020-02-27 23:46:15+00:00,"Lulusan SMK Dominasi Pengganguran di Jakarta, UMKM Jalan Solusi?",neutral,0.7610004544258118
3575,76368943,2020-02-28 09:21:39+00:00,"Terima kasih atas partisipasi dan dukungan #sobatexpo &amp; #sahabatumkm pada #kelaskomunitas Kamis 27-Feb-2020 di #TempatKumpulKreatif Jakarta Timur dengan bahasan ""Pentingnya Kekayaan Intelektual Bagi UMKM""",neutral,0.8379852771759033
3574,284830933,2020-02-29 09:56:54+00:00,"DEKLARASI FKKGD: UNTUK UMKM DAN INDUSTRI MASYARAKAT KECIL  https://t.co/3dHzg4NvYp  Forum Komunikasi Kaderisasi Generasi Demokrat (FKKGD) dideklarasikan secara terbuka di Hotel Falatehan, Jakarta Selatan, Sabtu, 29 Februari 2020 siang.  #FKKGD #Demokrat",neutral,0.9959587454795836
3573,931419055549906944,2020-02-29 16:17:57+00:00,"DEKLARASI FKKGD: UNTUK UMKM DAN INDUSTRI MASYARAKAT KECIL.  Forum Komunikasi Kaderisasi Generasi Demokrat (FKKGD) dideklarasikan secara terbuka di Hotel Falatehan, Jakarta Selatan, Sabtu, 29 Februari 2020 siang.  #FKKGD #Demokrat #BintangMudaIndonesia",neutral,0.9962628483772278
3572,3232429010,2020-02-29 21:04:05+00:00,Kaesang Carikan Investor untuk Bantu UMKM di Jakarta,neutral,0.9962612986564636
3568,743319071559606273,2020-03-02 05:51:57+00:00,"Pemerintah Provinsi DKI Jakarta berkomitmen memudahkan para UMKM untuk berkembang di Jakarta melalui program Jakpreneur. Hingga 2019, sebanyak 111.108 UMKM telah bergabung dalam program ini.   Sumber: Berita Jakarta (@BeritaJakarta)  Berita selengkapnya: https://t.co/EzjN6ugaoM",neutral,0.9942498207092284
3567,944180887171743745,2020-03-02 15:49:33+00:00,"PT Bank Negara Indonesia (Persero) Tbk atau BNI menggelar Pameran dan Pelatihan Usaha Mikro Kecil dan Menengah (UMKM) di Kantor Pusat BNI, Jakarta. Acara ini dilaksanakan selama dua hari (2-3 Maret 2020) dan mengundang 30 UMKM Binaan terbaiknya.",neutral,0.9908949136734008
3561,3188303792,2020-03-03 08:28:08+00:00,"Sebelumnya, PT. Invicitus Indo Kastara melakukan konsultasi langsung ke kantor FTA Center Jakarta. Adapun hal yang dikonsultasikan mengenai perhitungan biaya ekspor.#latepost #kementerianperdagangan #ekspor #indonesia #ftacenterjakarta #ftacenter #umkm #ukm #umkm",neutral,0.994510531425476
3558,4848430469,2020-03-03 12:23:06+00:00,"Narasumber dihadirkan dari Direktorat Jenderal Kekayaan Intelektual Kementerian Hukum dan Ham Republik Indonesia, Deputi Bidang Koperasi dan UMKM Pemprov Jakarta, KoinWorks, dan Botika.  Sebanyak 236 peserta terdiri dari mahasiswa dan masyarakat umum mengikuti training ini.",neutral,0.993572473526001
3557,69183155,2020-03-03 17:54:34+00:00,"Kedua produk tersebut mejeng di pameran BNI UMKM Unggulan Nusantara di Graha BNI, Jakarta Pusat.",neutral,0.9932708144187928
3552,3188303792,2020-03-04 09:00:22+00:00,"Sebagai informasi, Indonesia Mall sedang berfokus pada ekspansi merangkul UMKM di berbagai kota Makassar, Medan, Surabaya.  Selanjutnya, FTA Center Jakarta juga akan dihubungkan dengan bagian pembiayaan, baik itu mikro ataupun retail. #kementerianperdagangan #ftacenterjakarta",neutral,0.9846056699752808
3554,3188303792,2020-03-04 09:00:22+00:00,"Selasa, 3 Maret 2020. FTA Center Jakarta melakukan audiensi dengan Indonesia Mall BRI. #export #ekspor #konsultasiekspor #UKM #UMKM",neutral,0.996377408504486
